mx_center 	 my_center 	 mz_center 	 Acc_X 	 Acc_Y 	 Acc_Z 	 Gcc_X 	 Gcc_Y 	 Gcc_Z 	 Mcc_X 	 Mcc_Y 	 Mcc_Z 	 heading 	 tiltheading 	 temper 	 pres 	 atm 	 alt
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.43 	-0.11 	0.49 	19.92 	-0.29 	-3.22 	359.16 	359.49 	23.59 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.12 	0.00 	0.16 	0.66 	19.63 	-0.59 	-3.22 	358.29 	358.66 	23.59 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.58 	0.15 	0.75 	20.21 	-0.88 	-3.22 	357.51 	357.85 	23.59 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.33 	0.05 	0.44 	19.92 	-0.59 	-2.64 	358.32 	358.56 	23.58 	101560.00 	1.00 	-19.54 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.65 	-0.05 	0.57 	20.21 	-0.88 	-2.64 	357.51 	357.79 	23.58 	101559.00 	1.00 	-19.46 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.35 	-0.08 	0.49 	20.51 	-0.88 	-2.64 	357.55 	357.83 	23.58 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	0.28 	-0.33 	0.78 	20.21 	-0.29 	-2.93 	359.17 	359.44 	23.57 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.33 	0.11 	0.62 	20.21 	-1.17 	-2.93 	356.68 	356.98 	23.57 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.41 	0.18 	0.63 	20.80 	-0.59 	-2.93 	358.39 	358.71 	23.57 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.36 	0.19 	0.88 	19.92 	-0.88 	-2.93 	357.47 	357.78 	23.58 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.43 	0.25 	0.70 	20.51 	0.00 	-3.22 	0.00 	0.32 	23.57 	101561.00 	1.00 	-19.63 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.40 	-0.03 	0.63 	19.63 	-0.88 	-2.64 	357.44 	357.71 	23.57 	101559.00 	1.00 	-19.46 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.36 	0.05 	0.85 	19.92 	-0.88 	-2.93 	357.47 	357.78 	23.57 	101560.00 	1.00 	-19.54 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.12 	0.26 	0.11 	0.60 	19.92 	-0.29 	-2.05 	359.16 	359.36 	23.58 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	3.91 	0.22 	0.31 	20.51 	-0.59 	-2.64 	358.36 	358.60 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.47 	-0.38 	0.66 	20.51 	0.00 	-2.64 	0.00 	0.25 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.37 	-0.15 	0.89 	21.09 	-0.29 	-2.93 	359.20 	359.48 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.15 	-0.22 	0.68 	20.80 	-0.88 	-3.22 	357.58 	357.91 	23.57 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.40 	-0.08 	0.56 	20.21 	-0.59 	-2.64 	358.34 	358.59 	23.58 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.41 	0.19 	0.74 	20.21 	-0.59 	-2.93 	358.34 	358.64 	23.57 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.38 	-0.04 	0.28 	20.51 	-0.59 	-2.64 	358.36 	358.61 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.37 	0.39 	0.76 	19.63 	-0.88 	-3.52 	357.44 	357.83 	23.57 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.40 	0.10 	0.36 	20.51 	-0.29 	-2.64 	359.18 	359.46 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.17 	-0.19 	0.54 	20.51 	-0.88 	-2.93 	357.55 	357.86 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.26 	0.19 	0.63 	19.92 	-0.88 	-2.93 	357.47 	357.77 	23.57 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.12 	0.45 	-0.08 	0.68 	20.80 	-0.59 	-3.52 	358.39 	358.76 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.43 	-0.08 	1.05 	20.51 	-1.17 	-2.93 	356.73 	357.05 	23.57 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.35 	-0.01 	0.80 	19.63 	-0.59 	-3.22 	358.29 	358.62 	23.57 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.50 	-0.08 	0.12 	19.92 	-0.59 	-3.22 	358.32 	358.67 	23.57 	101561.00 	1.00 	-19.63 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.32 	-0.03 	0.47 	20.51 	-0.59 	-3.22 	358.36 	358.70 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.47 	0.02 	0.79 	19.92 	0.00 	-3.22 	0.00 	0.34 	23.57 	101561.00 	1.00 	-19.63 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.13 	0.17 	0.60 	19.92 	-1.17 	-2.34 	356.63 	356.87 	23.58 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.25 	0.08 	0.73 	19.92 	-0.88 	-2.64 	357.47 	357.75 	23.57 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.25 	0.10 	0.55 	19.92 	-1.17 	-3.22 	356.63 	356.98 	23.57 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.28 	0.05 	0.63 	20.21 	-0.88 	-3.52 	357.51 	357.91 	23.58 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.62 	0.05 	0.66 	21.09 	-0.59 	-3.52 	358.41 	358.77 	23.58 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.34 	-0.08 	0.85 	20.51 	-0.88 	-3.22 	357.55 	357.89 	23.58 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.18 	0.10 	0.87 	20.21 	-0.88 	-2.34 	357.51 	357.74 	23.58 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.24 	0.14 	0.66 	20.21 	-0.88 	-2.64 	357.51 	357.76 	23.57 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.12 	0.17 	0.12 	0.56 	20.21 	-0.29 	-2.93 	359.17 	359.47 	23.57 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.38 	-0.27 	0.58 	20.51 	-1.17 	-2.93 	356.73 	357.03 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.10 	-0.18 	0.57 	20.21 	-0.59 	-3.22 	358.34 	358.68 	23.56 	101568.00 	1.00 	-20.21 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.37 	0.02 	0.87 	20.21 	-0.59 	-2.64 	358.34 	358.59 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.28 	-0.01 	0.56 	19.92 	-0.88 	-2.93 	357.47 	357.79 	23.55 	101562.00 	1.00 	-19.71 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.11 	0.10 	0.36 	20.51 	-0.59 	-3.22 	358.36 	358.72 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.23 	0.06 	0.44 	20.21 	-1.17 	-3.22 	356.68 	357.03 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.41 	-0.05 	0.66 	20.21 	-0.29 	-3.22 	359.17 	359.52 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.12 	0.28 	-0.05 	0.23 	20.21 	-0.88 	-3.81 	357.51 	357.94 	23.55 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.06 	-0.02 	0.63 	20.51 	-0.88 	-2.64 	357.55 	357.80 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.33 	-0.16 	0.69 	20.80 	-0.29 	-3.22 	359.19 	359.54 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.54 	-0.13 	0.72 	20.21 	-0.29 	-2.93 	359.17 	359.47 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.96 	-0.04 	0.61 	19.63 	-1.46 	-3.22 	355.73 	356.09 	23.55 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.37 	-0.11 	0.75 	19.92 	-1.17 	-3.81 	356.63 	357.05 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.40 	0.14 	0.73 	20.21 	-1.17 	-3.22 	356.68 	357.03 	23.56 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.12 	-0.02 	0.70 	20.80 	-2.05 	-3.22 	354.37 	354.71 	23.56 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.26 	0.14 	0.48 	20.51 	-0.88 	-3.22 	357.55 	357.89 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.24 	0.21 	0.63 	20.51 	-1.46 	-3.22 	355.91 	356.25 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.13 	-0.08 	0.78 	20.51 	-1.46 	-3.22 	355.91 	356.24 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.25 	0.13 	0.60 	21.09 	-1.46 	-3.52 	356.03 	356.42 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.27 	0.02 	0.63 	20.51 	-1.46 	-3.52 	355.91 	356.28 	23.56 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.00 	0.11 	-0.74 	20.21 	-1.17 	-3.22 	356.68 	357.06 	23.55 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.40 	0.24 	0.44 	20.51 	-1.17 	-3.22 	356.73 	357.04 	23.56 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.51 	0.18 	0.56 	20.21 	-1.76 	-2.93 	355.03 	355.34 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.21 	0.21 	0.71 	20.80 	-1.76 	-3.52 	355.17 	355.54 	23.56 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.35 	0.12 	0.83 	20.51 	-0.59 	-3.22 	358.36 	358.68 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.32 	0.04 	0.64 	20.51 	-1.46 	-3.22 	355.91 	356.25 	23.56 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.28 	-0.06 	0.72 	20.21 	-1.46 	-2.64 	355.86 	356.12 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.09 	0.19 	0.58 	20.21 	-1.17 	-3.52 	356.68 	357.08 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.06 	-0.08 	0.48 	19.92 	-1.46 	-3.52 	355.79 	356.22 	23.56 	101561.00 	1.00 	-19.63 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	-0.21 	-0.04 	0.69 	20.21 	-1.76 	-3.52 	355.03 	355.42 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.02 	0.03 	0.84 	20.21 	-1.17 	-3.52 	356.68 	357.07 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.28 	0.01 	0.67 	19.92 	-1.46 	-3.22 	355.79 	356.15 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.12 	-0.08 	0.27 	19.92 	-0.88 	-2.93 	357.47 	357.80 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.11 	-0.26 	0.78 	20.21 	-1.46 	-3.22 	355.86 	356.21 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.44 	-0.06 	0.57 	19.92 	-1.76 	-3.52 	354.96 	355.35 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.50 	0.04 	0.34 	20.80 	-0.88 	-3.22 	357.58 	357.92 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	-0.08 	0.04 	0.52 	19.92 	-0.59 	-3.52 	358.32 	358.69 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.27 	-0.15 	0.60 	20.51 	-1.17 	-3.22 	356.73 	357.07 	23.57 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.43 	0.31 	0.51 	20.80 	-0.88 	-3.81 	357.58 	357.98 	23.57 	101568.00 	1.00 	-20.21 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.39 	0.05 	0.74 	20.80 	-1.17 	-3.81 	356.78 	357.16 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.26 	0.13 	0.79 	19.63 	-0.88 	-3.81 	357.44 	357.87 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.24 	0.14 	0.53 	20.80 	-1.46 	-3.52 	355.97 	356.42 	23.57 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.19 	-0.28 	0.59 	19.92 	-0.88 	-4.10 	357.47 	357.86 	23.56 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	-0.09 	0.04 	0.92 	20.21 	-1.46 	-3.22 	355.86 	356.23 	23.56 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.22 	-0.11 	0.89 	20.80 	-0.88 	-3.81 	357.58 	357.96 	23.56 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.34 	0.00 	0.89 	20.80 	-1.46 	-3.22 	355.97 	356.26 	23.55 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.31 	-0.03 	0.93 	20.80 	-1.17 	-3.52 	356.78 	357.16 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	-0.20 	-0.06 	1.04 	20.51 	-0.88 	-3.22 	357.55 	357.88 	23.55 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.28 	-0.22 	0.63 	20.21 	-1.17 	-3.52 	356.68 	357.08 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.09 	0.01 	0.63 	20.80 	-1.46 	-2.93 	355.97 	356.26 	23.55 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.48 	0.37 	0.63 	20.21 	-1.17 	-3.52 	356.68 	357.05 	23.55 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.12 	0.09 	-0.08 	0.93 	20.21 	-0.59 	-2.93 	358.34 	358.65 	23.55 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.12 	0.14 	-0.21 	0.66 	20.21 	-1.46 	-3.22 	355.86 	356.20 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.09 	0.13 	0.78 	20.51 	-1.17 	-3.52 	356.73 	357.13 	23.53 	101563.00 	1.00 	-19.80 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	1.11 	-0.14 	0.93 	19.92 	-1.17 	-3.52 	356.63 	357.00 	23.54 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.24 	0.33 	0.47 	20.21 	-1.46 	-3.52 	355.86 	356.26 	23.55 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	-0.03 	-0.02 	0.56 	20.80 	-1.17 	-3.52 	356.78 	357.16 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.10 	0.10 	0.72 	19.92 	-1.17 	-3.22 	356.63 	356.98 	23.54 	101564.00 	1.00 	-19.88 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.05 	0.03 	0.78 	20.80 	-0.59 	-3.22 	358.39 	358.73 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.02 	-0.14 	0.60 	19.92 	-1.46 	-3.22 	355.79 	356.19 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.39 	-0.02 	0.69 	21.39 	-1.17 	-3.81 	356.86 	357.26 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.32 	0.25 	0.56 	20.21 	-1.46 	-3.81 	355.86 	356.30 	23.54 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.52 	-0.08 	0.82 	21.09 	-1.17 	-2.93 	356.82 	357.11 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.16 	0.22 	0.68 	19.92 	-1.46 	-3.22 	355.79 	356.15 	23.54 	101566.00 	1.00 	-20.04 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.35 	0.14 	0.82 	19.92 	-1.46 	-2.93 	355.79 	356.11 	23.54 	101579.00 	1.00 	-21.12 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.21 	0.05 	0.68 	20.80 	-1.17 	-3.22 	356.78 	357.13 	23.54 	101576.00 	1.00 	-20.87 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.34 	0.08 	0.69 	20.21 	-1.17 	-3.22 	356.68 	357.03 	23.53 	101574.00 	1.00 	-20.71 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.19 	0.23 	0.92 	19.92 	-1.17 	-3.81 	356.63 	357.05 	23.54 	101574.00 	1.00 	-20.71 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.40 	0.00 	0.72 	20.21 	-1.46 	-3.52 	355.86 	356.20 	23.54 	101579.00 	1.00 	-21.12 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.18 	0.05 	0.56 	20.21 	-1.17 	-3.81 	356.68 	357.07 	23.55 	101579.00 	1.00 	-21.12 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.30 	0.07 	0.62 	20.21 	-1.17 	-3.52 	356.68 	357.09 	23.54 	101586.00 	1.00 	-21.70 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.31 	-0.02 	0.60 	20.21 	-1.17 	-3.22 	356.68 	357.02 	23.54 	101597.00 	1.00 	-22.62 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.37 	-0.03 	0.33 	20.21 	-0.88 	-3.52 	357.51 	357.88 	23.55 	101591.00 	1.00 	-22.12 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.29 	0.18 	0.58 	20.80 	-0.59 	-4.10 	358.39 	358.78 	23.55 	101598.00 	1.00 	-22.70 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.13 	-0.09 	0.53 	21.09 	-0.88 	-3.52 	357.61 	358.00 	23.54 	101595.00 	1.00 	-22.45 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.43 	0.11 	0.78 	20.21 	-1.46 	-3.81 	355.86 	356.26 	23.54 	101591.00 	1.00 	-22.12 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.43 	-0.05 	0.47 	20.80 	-1.46 	-3.52 	355.97 	356.37 	23.54 	101591.00 	1.00 	-22.12 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.43 	0.25 	0.88 	20.21 	-1.17 	-3.81 	356.68 	357.14 	23.54 	101587.00 	1.00 	-21.79 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.22 	-0.27 	0.79 	19.92 	-0.59 	-3.81 	358.32 	358.72 	23.54 	101581.00 	1.00 	-21.29 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	-0.08 	0.25 	0.94 	20.21 	-1.17 	-3.22 	356.68 	357.03 	23.54 	101579.00 	1.00 	-21.12 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.27 	-0.11 	0.83 	20.21 	-1.46 	-3.52 	355.86 	356.23 	23.54 	101587.00 	1.00 	-21.79 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.18 	0.03 	0.59 	20.51 	-0.59 	-3.52 	358.36 	358.75 	23.54 	101589.00 	1.00 	-21.95 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.17 	-0.07 	0.85 	20.51 	-0.88 	-2.64 	357.55 	357.84 	23.54 	101589.00 	1.00 	-21.95 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.16 	0.22 	0.77 	20.21 	-1.46 	-3.52 	355.86 	356.22 	23.55 	101589.00 	1.00 	-21.95 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.11 	0.03 	0.74 	20.51 	-1.17 	-3.52 	356.73 	357.13 	23.55 	101589.00 	1.00 	-21.95 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	-0.01 	0.19 	0.45 	20.51 	-1.17 	-3.52 	356.73 	357.10 	23.54 	101585.00 	1.00 	-21.62 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.26 	0.11 	0.68 	19.92 	-1.17 	-3.22 	356.63 	356.99 	23.54 	101590.00 	1.00 	-22.04 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.09 	-0.03 	0.78 	20.80 	-1.46 	-3.81 	355.97 	356.37 	23.54 	101585.00 	1.00 	-21.62 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.27 	0.27 	0.72 	19.63 	-0.88 	-3.52 	357.44 	357.83 	23.53 	101576.00 	1.00 	-20.87 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.20 	0.16 	0.69 	19.92 	-1.46 	-3.52 	355.79 	356.22 	23.54 	101577.00 	1.00 	-20.96 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.13 	0.40 	-0.11 	0.82 	20.21 	-1.17 	-3.52 	356.68 	357.07 	23.54 	101573.00 	1.00 	-20.63 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.33 	0.14 	0.56 	20.21 	-0.59 	-3.81 	358.34 	358.75 	23.54 	101576.00 	1.00 	-20.87 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.55 	0.20 	0.79 	20.51 	-0.59 	-3.81 	358.36 	358.81 	23.54 	101576.00 	1.00 	-20.87 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.16 	0.06 	0.69 	20.80 	-1.46 	-3.22 	355.97 	356.31 	23.53 	101572.00 	1.00 	-20.54 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.17 	-0.05 	0.72 	20.21 	-1.17 	-3.22 	356.68 	357.05 	23.54 	101574.00 	1.00 	-20.71 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.02 	0.10 	0.74 	20.21 	-1.17 	-2.93 	356.68 	356.99 	23.53 	101569.00 	1.00 	-20.29 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.40 	0.01 	1.04 	20.51 	-0.88 	-2.93 	357.55 	357.84 	23.54 	101571.00 	1.00 	-20.46 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.05 	0.02 	0.89 	20.80 	-1.76 	-3.52 	355.17 	355.59 	23.54 	101570.00 	1.00 	-20.38 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.13 	0.21 	-0.14 	1.01 	20.21 	-1.46 	-3.52 	355.86 	356.23 	23.54 	101573.00 	1.00 	-20.63 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.36 	-0.11 	0.70 	20.21 	-1.17 	-3.52 	356.68 	357.05 	23.54 	101571.00 	1.00 	-20.46 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.28 	0.05 	0.88 	20.51 	-1.17 	-3.22 	356.73 	357.08 	23.54 	101574.00 	1.00 	-20.71 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.13 	0.32 	-0.19 	0.73 	19.92 	-1.46 	-3.52 	355.79 	356.19 	23.54 	101570.00 	1.00 	-20.38 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.14 	0.25 	-0.27 	0.76 	20.21 	-2.05 	-3.52 	354.21 	354.61 	23.54 	101565.00 	1.00 	-19.96 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.14 	-0.02 	0.45 	21.09 	-0.59 	-3.22 	358.41 	358.71 	23.54 	101567.00 	1.00 	-20.13 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	0.16 	-0.03 	0.66 	20.21 	-1.46 	-3.52 	355.86 	356.24 	23.54 	101568.00 	1.00 	-20.21 	
